IMG_MA00.jpg,The Fool,"The time to start is now. Big hopes, blind luck."
,The Fool Reversed,"Prepare yourself to start. Pack your bags, check your water supply."
IMG_MA01.jpg,The Magician,"Magic is energy with purpose, believe in your own power, call on your allies and make it happen."
,The Magician Reversed,"If you feel disillusioned, clarify your intentions with yourself. Tap into your own self-worth and know that you are entitled to your own power."
IMG_MA02.jpg,The High Priestess,"You know the darkness, you know the light, behind your eyelids is your eyesight. Let the priestess in and feel more aware of living, loving, and being."
,The High Priestess Reversed,"You may feel out of sync with your intuition or your guides, spend quiet time remembering what you really want."
IMG_MA03.jpg,The Empress,"Luscious softness is in your air tonight, dance with your earthly riches and let yourself be."
,The Empress Reversed,Are you withholding from your garden or the earth? Remember the ebb and flow of natural energy.
IMG_MA04.jpg,The Emperor,You can build what you need from the resources at hand. you are capable and in charge.
,The Emperor Reversed,"It's okay to feel let down, make peace here and come back when you are ready to work things out diplomatically."
IMG_MA05.jpg,Hierophant,What benefit do you find in conforming to the collective? Which history was written to hold you inside it? Put your voice inside the system to be heard.
,Hierophant Reversed,"Breaking free of the system, coloring outside the lines, leaving the church behind."
IMG_MA06.jpg,Hey Lover,"To connect, to love in the endless cycle of loving, fucking and tumbling into each other and back out again. This is where our souls merge."
,Hey Lover Reversed,"There is some disconnect, some discontent. It's not all there, if it was once or never has been. Reach outside the bubble you have made."
IMG_MA07.jpg,The Chariot,"Driving horses of darkness and light doesn't guarantee success, but it's a pretty good omen. Willpower is the key."
,The Chariot Reversed,All your plans feel like they are falling apart. Go back to the last place you felt secure and work from there. 
IMG_MA08.jpg,Strength,"You have grit. Tame the lion inside you with gentleness, when hard times come, know that you are enough."
,Strength Reversed,Your courage is failing you. Treat what feels like weakness with gentleness and ask your community to help you move through tough times.
IMG_MA09.jpg,The Hermit,Take all the time you need to look inside.
,The Hermit Reversed,"Perhaps you have been spending too much time with other people, or you are feeling isolated. Remember to be a good partner to yourself."
IMG_MA10.jpg,The Wheel of Fortune,"Events are changing outside of your control, the wheel of life turns and you can adapt to change, as you have before and will again. "
,The Wheel of Fortune Reversed,"Are you struggling against external changes? Ask yourself why, and challenge yourself to adapt."
IMG_MA11.jpg,Justice,You are acting in balance. Remember that judging others is only another form of self-reflection. You have the knowledge to act with integrity.
,Justice Reversed,"Acknowledge where you may have made mistakes, seek balance to feel at peace again. "
IMG_MA12.jpg,The Hanged Man,Take no action and find peace in discomfort. The answer is found after relinquishing control.
,The Hanged Man Reversed,"Stop struggling to find the answer, it will come to you once you relax."
IMG_MA13.jpg,Death,The garden must die back in the winter to be reborn in the spring. The snake sheds its skin and makes room for new growth.
,Death Reversed,Are you trying to keep something from dying? Make peace with letting go and sitting fallow so new growth can come forth next season.
IMG_MA14.jpg,Temperance,Just dip your toe in to see how it feels. Mixing elements from all areas of your life puts you in peace and balance.
,Temperance Reversed,Have you been making rash decisions? Over-indulging or going to extremes? Let these habits die back and find balance in harmonizing different pieces of your life together.
IMG_MA15.jpg,The Devil,"What are you chained to? Your addictions may be ideas, habits, sex, or substance, try to remember who is in charge of who. Find healthy sources of pleasure."
,The Devil Reversed,"You are coming unbound. Addictions you may have suffered from are still present, but the reins of your life are your own again."
IMG_MA16.jpg,The Tower,Cataclysmic destruction makes way for radical growth. Brace yourself for change and soften around it.
,The Tower Reversed,You can't stay inside a crumbling structure. Free yourself from expectations and embrace change.
IMG_MA17.jpg,The Star,"There is hope and peace, and it is strong."
,The Star Reversed,Are you feeling insecure or helpless? Remember on the other side of great change there is hope.
IMG_MA18.jpg,The Moon,"Look for the reflected light in the darkness, don't be afraid of your shadow, it's safe here with us."
,The Moon Reversed,Avoiding your shadow self will only delay growth. Be brave and try to find comfort in dark emotions. 
IMG_MA19.jpg,The Sun,"The sun illuminates all the light around you, radiance doesn't need to be contained."
,The Sun Reversed,"There aren't enough clouds during daylight to cause total darkness, the sun always pulls through. "
IMG_MA20.jpg,Judgement,"The call to decide has come, you can answer it, just look under your wings and make decisions with your heart."
,Judgement Reversed,"You are avoiding a call to action, know that you have the strength to answer, use your inner eye to make the decision. "
IMG_MA21.jpg,The World,"The cycle is complete. Pat yourself on the back for whatever you have accomplished, it looks good."
,The World Reversed,"Perhaps you are one piece away from completing the project, perhaps you are starting over. The good news is, it's the whole world you are working with. "
IMG_0C01.jpg,Ace of Cups,"Love, emotional insight and feeling rush forth, enjoy this gushing experience and act from the heart."
,Ace of Cups Reversed,"Are you avoiding your emotional landscape? It is rich with love and intuition, it's okay to tap into that waterfall."
IMG_0C02.jpg,2 of Cups,Lovers or friends feeling awash in their reciprocal energy. Two snakes almost ready to intertwine. Feeling understood.
,2 of Cups Reversed,"Feeling blocked or isolated from another individual. Remember to love and partner to yourself first, reach out from that place."
IMG_0C03.jpg,3 of Cups,We built this place on love and friendship. You are held.
,3 of Cups Reversed,Feeling isolated or alone in a group. Reach out to an individual to feel understood again.
IMG_0C04.jpg,4 of Cups,Are you unaware of the 4th cup being offered to you? Do you feel bored or disillusioned by what you have? Open yourself to new ideas or possibilities.
,4 of Cups Reversed,"It's okay to take some time to sit under the tree, think about what motivates you and begin to unravel your mild melancholy."
IMG_0C05.jpg,5 of Cups,Loss is here and you have the capacity to feel it. It will not last forever.
,5 of Cups Reversed,"You are ready to move on from that deep hurt, start picking up the pieces of your life, baby steps."
IMG_0C06.jpg,6 of Cups,"It's playtime, nostalgia is perfect, just be aware when you are drinking its sweet nectar."
,6 of Cups Reversed,"(This card has a horizontal orientation, therefore it incorporates upright and reversed meanings simultaneously.)"
IMG_0C07.jpg,7 of Cups,"You are rich in fantasies and ideas, don't let them drive you to distraction, be inspired and take action from there."
,7 of Cups Reversed,"All your ideas are pouring out around you, you may feel lost and confused. Take small steps, make a list, ground yourself."
IMG_0C08.jpg,8 of Cups,"Walk away, ride a horse away. Endings aren't always easy but the past passes away and the sun keeps rising and falling in the sky."
,8 of Cups Reversed,You might be refusing to leave a situation or staying past your welcome. Ask a friend (or a horse) for help to walk away.
IMG_0C09.jpg,9 of Cups,"Life is gentle, enjoy your pleasures, great and small. There is sunshine on your stretch pants."
,9 of Cups Reversed,Are you forgetting to be grateful for what you have? Practice enjoying simple pleasures.
IMG_0C10.jpg,10 of Cups,Your chosen family is here for you. Let yourself be held.
,10 of Cups Reversed,Are you feeling a little out of place in your family or community? You get to decide who is important to you and be vulnerable where you feel safe.
IMG_0C11.jpg,Page of Cups,"Inspiration strikes, take talking to your guides, (little fishes, etc) seriously. you are the student, being distracted can be part of the process."
,Page of Cups Reversed ,"Are you lost in the details? Do you feel like a student without a teacher? Look, listen and learn, be okay with being inspired."
IMG_0C12.jpg,Knight of Cups,"You may be wearing your heart on your sleeve and charming the devil out of the earth. Daydreams come to light and tears come as easy as romance. There's precious cargo here, be gentle now."
,Knight of Cups Reversed,"You may be running too far ahead with your heart and your dreams and schemes, beware the unreality of an ungrounded romance."
IMG_0C13.jpg,Queen of Cups,"You have all the answers you need, here in the space between your heart and your feet. Act from the guts, the pelvic floor, your divine intuition knows when to laugh and when to cry."
,Queen of Cups,"Are you blocking your ability to feel something fully? Stop telling yourself a story, breath inside and find out what's really going on."
IMG_0C14.jpg,King of Cups,"Don't be afraid of all your softness, you have the power to feel through this situation."
,King of Cups,"When your emotions rule everything around you, no one wins."
IMG_0P01.jpg,Ace of Pentacles,"This is a golden moment, seize the opportunity, go forth. Your riches are earthly, your work is strong and you are full of potential. "
,Ace of Pentacles Reversed,"Are you seized by scarcity? Bring your bank accounts up to date and remember small details that make you feel rich, even when money feels scarce. "
IMG_0P02.jpg,2 of Pentacles,"You are balancing so many acts in life, are you bleeding or laughing?"
,2 of Pentacles Reversed,"If you feel like you are dropping the ball, it's okay--you can pick it back up again when you're ready."
IMG_0P03.jpg,3 of Pentacles,You can make your plans come to fruition with the help of a few key people. 
,3 of Pentacles Reversed,"You may be feeling out of sync with a project or your team, reconnect with the individuals to make the group feel whole again."
IMG_0P04.jpg,4 of Pentacles,"Boundaries are blessings, but are you holding on to keep others out? Is your relationship to wealth or security allowing for love and abundance?"
,4 of Pentacles Reversed,"You many be letting material wealth pass through you, you are not in control here. Reassess how you measure wealth."
IMG_0P05.jpg,5 of Pentacles,"You may be feeling like you have been beat down to your knees by expectations of abundance and wealth. The snake holding the gem lets you know that this is just part of the cycle, there is wealth after destitution. "
,5 of Pentacles Reversed,Perhaps things are not so bad as they might seem. Look around for the resources you have and know that you have not hit rock bottom.
IMG_0P06.jpg,6 of Pentacles,Who has power over who here? Are you feeling held or held hostage? Ask yourself where you need to give to break free.
,6 of Pentacles Reversed,"Your sense of your own power is getting out of hand, check yourself."
IMG_0P07.jpg,7 of Pentacles,"Assess what you've accomplished, it's real nice. Decide to go from here."
,7 of Pentacles Reversed,"Slow down, don't cut corners, take the time to look at what you're doing."
IMG_0P08.jpg,8 of Pentacles,"Making progress, slowly, methodically completing the task at hand."
,8 of Pentacles Reversed,Are you trying to rush ahead to complete something? Take a deep breath and pay attention to the task at hand.
IMG_0P09.jpg,9 of Pentacles,You've achieved a level of luxury through hard work and self-reliance. Reflect on how far you've come and how you got there. 
,9 of Pentacles Reversed,"There's a lack of responsibility or self-reliance, it's time to tow the line."
IMG_0P10.jpg,10 of Pentacles,"The community that braids together, stays together, sisters, mothers, friends, children, lovers, helpers, humans."
,10 of Pentacles Reversed,You may be feeling disconnected or adrift without family or community.
IMG_0P11.jpg,Page of Pentacles,"You are strong. Your foundation is being built, don't wrestle against yourself, and try not to rush growth."
,Page of Pentacles Reversed,"You may be feeling distracted or disinterested. Rest, and come back to the task when you are refreshed."
IMG_0P12.jpg,Knight of Pentacles,"Don't get too lost in your own reflection, work is important, but don't leave play behind."
,Knight of Pentacles Reversed,"Remember that magic is in the earth below you, you might be feeling lethargic, connect with the earth to be refreshed."
IMG_0P13.jpg,Queen of Pentacles,"Feeling deeply, physically satisfied. Your creature comforts are taken care of."
,Queen of Pentacles Reversed,"You may be feeling ungrounded or your intuition is off, turn to the earth to reconnect, enjoy simple physical pleasures."
IMG_0P14.jpg,King of Pentacles,"Solid like a bull, think it through, act from the point of deeply grounded abundance."
,King of Pentacles Reversed,"You may be feeling unstable. Remember to play in the dirt, don't take yourself so seriously, and pay attention to detail."
IMG_0S01.jpg,Ace of Swords,"Where your thoughts start, your mind will follow. Proceed with your truth."
,Ace of Swords Reversed,"If you are having trouble communicating, shut your mouth and listen."
IMG_0S02.jpg,2 of Swords,Meditate on the mantra: healthy boundaries. Who do you want to keep out and who comes in?
,2 of Swords Reversed,"It's time to let your boundaries down, letting vulnerability in. "
IMG_0S03.jpg,3 of Swords,"Heartbreak pierces the heart like a knife, but the sooner you face it, the sooner you can see what opens up around it."
,3 of Swords Reversed,The heartbreak you thought was coming isn't as bad as you feared.
IMG_0S04.jpg,4 of Swords,"Take a pause, it won't feel like death, it'll feel like life."
,4 of Swords Reversed,"It's time to wake up, playing dead won't help you now."
IMG_0S05.jpg,5 of Swords,"Perhaps you won the conflict, but at what cost? What really pushes others away?"
,5 of Swords Reversed,"Perhaps you are feeling the despair left after a conflict. Walk away or go back and take a rest, let the feelings tell you where to go."
IMG_0S06.jpg,6 of Swords,"There are burdens and there is hope, your progress is in continuing. Shoot for the moon and count your steps. "
,6 of Swords Reversed,Rest at the bottom of the staircase and make sure the direction you sought was your own. 
IMG_0S07.jpg,7 of Swords,What are you really getting away with here? Is isolation working for you?
,7 of Swords Reversed,"If you've been caught being dishonest with yourself or others, apologize, ask for forgiveness (grant it to yourself) and learn from your mistakes. "
IMG_0S08.jpg,8 of Swords,"Are you bound in self-imposed isolation? Perhaps your thoughts are keeping you from seeing the situation clearly, breathe."
,8 of Swords Reversed,"The situation is becoming clearer, your ideas make more sense, you can start to move your body again."
IMG_0S09.jpg,9 of Swords,"So many swords cut to the heart of your nightmares. Remember you are both the witness and the author of your thoughts, be gentle, you've got a shadow who is near and dear here."
,9 of Swords Reversed,"You may be feeling oppression, don't hurt yourself. This too will pass. "
IMG_0S10.jpg,10 of Swords,"Things can't get much worse, that's the good and the bad news. The sun is hiding just over the hill, when you reach rock bottom the only way to go is up."
,10 of Swords Reversed,The swords are falling out of your back. Perhaps the situation is not as bleak as you thought it might be. 
IMG_0S11.jpg,Page of Swords,"Excitement about ideas, talking, writing, poetry and intellectual pursuits resonate with you right now."
,Page of Swords Reversed,"You may be feeling a little foggy, get some good rest, eat well, drink water and process your ideas. "
IMG_0S12.jpg,Knight of Swords,"Your ideas leap ahead, your words rush forth, be reasonable and careful not to cut those around you."
,Knight of Swords Reversed,"(This card has a horizontal orientation, therefore it incorporates upright and reversed meanings simultaneously.)"
IMG_0S13.jpg,Queen of Swords,"Queens can use language like a knife that cleans the wound or creates it, you've got a way with words, speak your truth."
,Queen of Swords Reversed,Remember the words you use on yourself directly manifest your feelings. Connect with your heart to speak honestly.
IMG_0S14.jpg,King of Swords,"You are able to organize and excite with your ideas and your words. Trust in your vision, coyote has your back."
,King of Swords Reversed,"If you are feeling confused about what to say, think about the outcome you would like to achieve and speak to that."
IMG_0W01.jpg,Ace of Wands,"Light a match and run with the sparklers, the time to start is now and your energy is abundant."
,Ace of Wands Reversed,Has something dampened your fire? Tend to practical matters to rekindle the flame.
IMG_0W02.jpg,2 of Wands,"Big big plans, you are likely to be successful, just keep in touch with what you really want."
,2 of Wands Reversed,Everything feels turned upside when your plans just can't connect. Warm up your feet and remember the excitement you started with.
IMG_0W03.jpg,3 of Wands,"Looking to the future, take the long view and plan from the understanding that all your serpents and celestial powers are coming together. You've got this."
,3 of Wands Reversed,"You may be obsessed by the grand plan, and neglecting to think things through or plan wisely."
IMG_0W04.jpg,4 of Wands,"It looks like you are about to be satisfied with where you're hanging out. Stable fire, luscious growth."
,4 of Wands Reversed,Are you feeling a little let down or lonely? Perhaps you got what you wanted and it wasn't right. Rekindle your relationship to inspiration by going over what excited you in the first place. 
IMG_0W05.jpg,5 of Wands,Do you get off on conflict? Is that benefiting you?
,5 of Wands Reversed,Have you been spending all your time untangling other people's messes? Go home and rest.
IMG_0W06.jpg,6 of Wands,"Herald your accomplishments, you've done this and you should be proud. Great art is not made for closets."
,6 of Wands Reversed,It's time to reflect on what you've accomplished and sing the ballad of it to your friends.
IMG_0W07.jpg,7 of Wands,Your defiance is your strength. Continue fighting the good fight and believe in yourself. 
,7 of Wands Reversed,Stop fighting and let yourself rest.
IMG_0W08.jpg,8 of Wands,"So many wands in the air, you are sure to hit something, act on what you've been thinking about."
,8 of Wands Reversed,Are you overwhelmed or distracted by everything you hear? Sit down and take a break.
IMG_0W09.jpg,9 of Wands,"You've been through the ringer, but you are still standing and then sun is coming up."
,9 of Wands Reversed,"Ready yourself to make amends and forget old grievances, now is not the time to fight."
IMG_0W10.jpg,10 of Wands,"Are you trying to hold on to too much? Other approaches are possible, you can let go or ask for help. Don't defend the need to be perfect."
,10 of Wands Reversed,"You have been letting go of some of your burdens, do you feel lighter or forgetful?"
IMG_0W11.jpg,Page of Wands,You are burning with ideas. Stay receptive while your follow your fire.
,Page of Wands Reversed,"Perhaps you are starting too many projects and not following through, follow your joy and concentrate on what lights you up."
IMG_0W12.jpg,Knight of Wands,"Your excitement and confidence is contagious: travel, explore, follow your own lead. "
,Knight of Wands Reversed,Sometimes the failure of big plans or ideas seems like a reflection on who you are. Reflect on what you've learned instead.
IMG_0W13.jpg,Queen of Wands,"The queen loves life, she is passionate, carnal, and deeply rooted in herself, feel that."
,Queen of Wands Reversed,Have you not been acknowledging your passions? You run the risk of obscuring your motivations if you hide from yourself for too long.
IMG_0W14.jpg,King of Wands,"Great lizard in life, there is heat in your body and your soul, creative energy is yours, but don't be blinded by your own force. "
,King of Wands Reversed,"Has your passion and creativity been dampened? There are times when the fire burns too brightly, decide how much energy you have to give and where. "
